IP Origen,IP Destino,MAC Origen,MAC Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Nombre de Dispositivos,Sitio/App Destino,Hostname Remoto,SSID
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52234,80,TCP,54,2026-03-06 17:45:52,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,1411,2026-03-06 17:45:52,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,85,2026-03-06 17:45:52,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.80.131,224.0.0.251,d2:6e:32:8c:97:0a,01:00:5e:00:00:fb,5353,5353,UDP,122,2026-03-06 17:45:53,Equipo-80.131,mDNS,N/A,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
172.16.81.217,239.255.255.250,98:3b:8f:01:6d:c3,d4:d8:53:5d:25:cd,54866,1900,UDP,217,2026-03-06 17:45:53,Equipo-81.217,UPnP/SSDP,N/A,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,93,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,89,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,54,2026-03-06 17:45:53,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,93,2026-03-06 17:45:53,Equipo-76.180,HTTPS,N/A,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,390,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,78,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,54,2026-03-06 17:45:53,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,78,2026-03-06 17:45:53,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,52.20.34.251,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51226,443,TCP,54,2026-03-06 17:45:53,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51414,53,UDP,76,2026-03-06 17:45:53,Equipo-76.180,repo42.cursor.sh,repo42.cursor.sh,Estudiantes
52.20.34.251,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,51226,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 51226,Red-Local,Estudiantes
172.16.73.139,224.0.0.251,16:81:74:c6:3e:9c,01:00:5e:00:00:fb,5353,5353,UDP,87,2026-03-06 17:45:53,Equipo-73.139,mDNS,N/A,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,51414,UDP,317,2026-03-06 17:45:53,Equipo-76.180,repo42.cursor.sh,repo42.cursor.sh,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,66,2026-03-06 17:45:53,Equipo-76.180,repo42.cursor.sh,repo42.cursor.sh,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,66,2026-03-06 17:45:53,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,54,2026-03-06 17:45:53,Equipo-76.180,repo42.cursor.sh,repo42.cursor.sh,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,571,2026-03-06 17:45:53,Equipo-76.180,repo42.cursor.sh,repo42.cursor.sh,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,60,2026-03-06 17:45:53,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51414,53,UDP,86,2026-03-06 17:45:53,Equipo-76.180,17.38.244.187.in-addr.arpa,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,51414,UDP,134,2026-03-06 17:45:53,Equipo-76.180,17.38.244.187.in-addr.arpa,17.38.244.187.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50162,53,UDP,85,2026-03-06 17:45:53,Equipo-76.180,251.34.20.52.in-addr.arpa,dns.google,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51414,53,UDP,94,2026-03-06 17:45:53,Equipo-76.180,customer-CHGO-38-17.megared.net.mx,dns.google,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,54447,53,UDP,84,2026-03-06 17:45:53,Equipo-76.180,251.0.0.224.in-addr.arpa,dns.google,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,56278,53,UDP,88,2026-03-06 17:45:53,Equipo-76.180,250.255.255.239.in-addr.arpa,dns.google,Estudiantes
172.16.78.214,224.0.0.251,e0:d4:64:4c:00:59,01:00:5e:00:00:fb,5353,5353,UDP,443,2026-03-06 17:45:53,Equipo-78.214,mDNS,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,54447,UDP,112,2026-03-06 17:45:53,Equipo-76.180,251.0.0.224.in-addr.arpa,251.0.0.224.in-addr.arpa,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,56278,UDP,145,2026-03-06 17:45:53,Equipo-76.180,250.255.255.239.in-addr.arpa,250.255.255.239.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,56278,53,UDP,74,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,dns.google,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:53,Equipo-76.180,mDNS,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,50162,UDP,139,2026-03-06 17:45:53,Equipo-76.180,251.34.20.52.in-addr.arpa,251.34.20.52.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,54447,53,UDP,80,2026-03-06 17:45:53,Equipo-76.180,8.8.8.8.in-addr.arpa,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,56278,UDP,90,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,51414,UDP,159,2026-03-06 17:45:53,Equipo-76.180,customer-CHGO-38-17.megared.net.mx,customer-CHGO-38-17.megared.net.mx,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,54447,UDP,104,2026-03-06 17:45:53,Equipo-76.180,8.8.8.8.in-addr.arpa,8.8.8.8.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50162,53,UDP,70,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,50162,UDP,102,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,56278,53,UDP,87,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,56278,UDP,143,2026-03-06 17:45:53,Equipo-76.180,208.179.205.44.in-addr.arpa,208.179.205.44.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51414,53,UDP,102,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,51414,UDP,118,2026-03-06 17:45:53,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.71.73,224.0.0.251,12:31:90:b5:57:89,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-06 17:45:53,Equipo-71.73,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.190,224.0.0.251,86:ea:5b:1b:1d:06,01:00:5e:00:00:fb,5353,5353,UDP,488,2026-03-06 17:45:53,Equipo-76.190,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,62814,80,TCP,54,2026-03-06 17:45:53,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.64.192,224.0.0.251,fc:d9:08:d7:7c:38,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-06 17:45:53,Equipo-64.192,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,239.255.255.250,d4:d8:53:5d:25:cd,01:00:5e:7f:ff:fa,137,137,UDP,92,2026-03-06 17:45:53,Equipo-76.180,NetBIOS-NS,N/A,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,58855,5355,UDP,88,2026-03-06 17:45:53,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,54447,53,UDP,84,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,54447,UDP,141,2026-03-06 17:45:53,Equipo-76.180,252.0.0.224.in-addr.arpa,252.0.0.224.in-addr.arpa,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.66.168,224.0.0.251,3a:9c:ec:8c:89:dd,01:00:5e:00:00:fb,5353,5353,UDP,479,2026-03-06 17:45:53,Equipo-66.168,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.65.94,224.0.0.251,f6:47:5e:2d:81:82,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-06 17:45:53,Equipo-65.94,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.81.221,239.255.255.250,d4:f3:2d:d1:64:d8,d4:d8:53:5d:25:cd,58460,1900,UDP,212,2026-03-06 17:45:53,Equipo-81.221,UPnP/SSDP,N/A,Estudiantes
0.0.0.0,255.255.255.255,36:5a:35:9c:ed:95,ff:ff:ff:ff:ff:ff,68,67,UDP,342,2026-03-06 17:45:53,N/A,DHCP-Server,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50162,53,UDP,88,2026-03-06 17:45:53,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.81.217,239.255.255.250,98:3b:8f:01:6d:c3,d4:d8:53:5d:25:cd,54866,1900,UDP,217,2026-03-06 17:45:53,Equipo-81.217,UPnP/SSDP,N/A,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,58855,5355,UDP,88,2026-03-06 17:45:53,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,50162,UDP,156,2026-03-06 17:45:53,Equipo-76.180,255.255.255.255.in-addr.arpa,255.255.255.255.in-addr.arpa,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,137,137,UDP,92,2026-03-06 17:45:53,Equipo-76.180,NetBIOS-NS,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-06 17:45:53,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,63651,5355,UDP,84,2026-03-06 17:45:53,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52234,80,TCP,54,2026-03-06 17:45:53,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,577,2026-03-06 17:45:54,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,85,2026-03-06 17:45:54,Equipo-76.180,HTTPS,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,56278,53,UDP,86,2026-03-06 17:45:54,Equipo-76.180,dns.google,dns.google,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.72.230,224.0.0.251,6a:32:d0:dc:49:41,01:00:5e:00:00:fb,5353,5353,UDP,151,2026-03-06 17:45:54,Equipo-72.230,mdns.mcast.net,mdns.mcast.net,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,56278,UDP,148,2026-03-06 17:45:54,Equipo-76.180,125.19.18.104.in-addr.arpa,125.19.18.104.in-addr.arpa,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,137,137,UDP,92,2026-03-06 17:45:54,Equipo-76.180,NetBIOS-NS,N/A,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,89,2026-03-06 17:45:54,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,89,2026-03-06 17:45:54,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,54,2026-03-06 17:45:54,Equipo-76.180,HTTPS,N/A,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,1502,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,1502,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,1502,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,76,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,54,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,118,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,1220,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,85,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,135,2026-03-06 17:45:54,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,233,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,125,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,54,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,85,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,54,2026-03-06 17:45:54,Equipo-76.180,HTTPS,N/A,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,60,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
44.205.179.208,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,52238,TCP,305,2026-03-06 17:45:54,Equipo-76.180,Puerto 52238,Red-Local,Estudiantes
172.16.76.180,44.205.179.208,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52238,443,TCP,54,2026-03-06 17:45:54,Equipo-76.180,ec2-44-205-179-208.compute-1.amazonaws.com,ec2-44-205-179-208.compute-1.amazonaws.com,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:54,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,61726,5355,UDP,88,2026-03-06 17:45:54,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,84,2026-03-06 17:45:54,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,63651,5355,UDP,84,2026-03-06 17:45:54,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.76.180,224.0.0.251,d4:d8:53:5d:25:cd,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-06 17:45:54,Equipo-76.180,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,224.0.0.252,d4:d8:53:5d:25:cd,01:00:5e:00:00:fc,61726,5355,UDP,88,2026-03-06 17:45:54,Equipo-76.180,LLMNR,N/A,Estudiantes
172.16.81.221,239.255.255.250,d4:f3:2d:d1:64:d8,d4:d8:53:5d:25:cd,58460,1900,UDP,212,2026-03-06 17:45:54,Equipo-81.221,UPnP/SSDP,N/A,Estudiantes
172.16.67.11,224.0.0.251,6e:e9:ce:11:32:3b,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-06 17:45:54,Equipo-67.11,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51921,80,TCP,54,2026-03-06 17:45:54,Equipo-76.180,HTTP,N/A,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,51414,53,UDP,81,2026-03-06 17:45:54,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.73.139,224.0.0.251,16:81:74:c6:3e:9c,01:00:5e:00:00:fb,5353,5353,UDP,87,2026-03-06 17:45:54,Equipo-73.139,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.81.217,239.255.255.250,98:3b:8f:01:6d:c3,d4:d8:53:5d:25:cd,54866,1900,UDP,217,2026-03-06 17:45:54,Equipo-81.217,UPnP/SSDP,N/A,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,51414,UDP,113,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,test.steampowered.com,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52244,80,TCP,66,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,test.steampowered.com,Estudiantes
187.244.38.24,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,52244,TCP,66,2026-03-06 17:45:54,Equipo-76.180,Puerto 52244,Red-Local,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52244,80,TCP,54,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,test.steampowered.com,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,54447,53,UDP,86,2026-03-06 17:45:54,Equipo-76.180,dns.google,dns.google,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,54447,UDP,134,2026-03-06 17:45:54,Equipo-76.180,24.38.244.187.in-addr.arpa,24.38.244.187.in-addr.arpa,Estudiantes
172.16.76.180,8.8.8.8,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50162,53,UDP,94,2026-03-06 17:45:54,Equipo-76.180,dns.google,dns.google,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52244,80,TCP,279,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,test.steampowered.com,Estudiantes
187.244.38.24,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,52244,TCP,536,2026-03-06 17:45:54,Equipo-76.180,Puerto 52244,Red-Local,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52244,80,TCP,54,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,test.steampowered.com,Estudiantes
8.8.8.8,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,53,50162,UDP,159,2026-03-06 17:45:54,Equipo-76.180,customer-CHGO-38-24.megared.net.mx,customer-CHGO-38-24.megared.net.mx,Estudiantes
172.16.76.180,239.255.255.250,d4:d8:53:5d:25:cd,01:00:5e:7f:ff:fa,137,137,UDP,92,2026-03-06 17:45:54,Equipo-76.180,NetBIOS-NS,N/A,Estudiantes
172.16.76.180,187.244.38.24,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,52244,80,TCP,54,2026-03-06 17:45:54,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.78.214,224.0.0.251,e0:d4:64:4c:00:59,01:00:5e:00:00:fb,5353,5353,UDP,443,2026-03-06 17:45:55,Axel,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.77.238,224.0.0.251,76:70:3b:87:83:df,01:00:5e:00:00:fb,5353,5353,UDP,91,2026-03-06 17:45:55,Equipo-77.238,mdns.mcast.net,mdns.mcast.net,Estudiantes
