IP Origen,IP Destino,MAC Origen,MAC Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Nombre de Dispositivos,Sitio/App Destino,Hostname Remoto,SSID
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50991,443,TCP,442,2026-03-05 17:32:48,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,233,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,449,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50991,443,TCP,54,2026-03-05 17:32:48,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50991,443,TCP,78,2026-03-05 17:32:48,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50991,443,TCP,54,2026-03-05 17:32:48,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50991,TCP,60,2026-03-05 17:32:48,Equipo-76.180,Puerto 50991,Red-Local,Estudiantes
172.16.78.30,224.0.0.251,dc:21:5c:99:f7:78,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:32:48,Equipo-78.30,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.30,224.0.0.251,dc:21:5c:99:f7:78,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:32:48,Equipo-78.30,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.30,224.0.0.252,dc:21:5c:99:f7:78,01:00:5e:00:00:fc,60388,5355,UDP,88,2026-03-05 17:32:48,Equipo-78.30,LLMNR,N/A,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50985,80,TCP,54,2026-03-05 17:32:48,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.75.243,224.0.0.251,42:46:2d:e5:c4:b9,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:32:48,Equipo-75.243,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.74.200,224.0.0.251,d2:a6:e3:96:65:63,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:48,Equipo-74.200,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.70.141,224.0.0.251,4e:fb:dd:a2:1d:cd,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:48,Equipo-70.141,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,1051,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,85,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,60,2026-03-05 17:32:49,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.71.87,224.0.0.251,66:21:3f:d1:e3:c1,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:49,Equipo-71.87,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.77.127,224.0.0.251,02:0a:e0:f2:82:23,01:00:5e:00:00:fb,5353,5353,UDP,135,2026-03-05 17:32:49,46FD681D,mdns.mcast.net,mdns.mcast.net,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,136,2026-03-05 17:32:49,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,54,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
172.16.76.152,255.255.255.255,98:2c:bc:4d:15:5c,ff:ff:ff:ff:ff:ff,63069,67,UDP,346,2026-03-05 17:32:49,f5ecacdd-395e-4f25-9ed2-eca9ccfebb20,DHCP-Server,N/A,Estudiantes
172.16.76.152,255.255.255.255,98:2c:bc:4d:15:5c,ff:ff:ff:ff:ff:ff,63070,67,UDP,346,2026-03-05 17:32:49,f5ecacdd-395e-4f25-9ed2-eca9ccfebb20,DHCP-Server,N/A,Estudiantes
172.16.76.180,172.16.95.255,d4:d8:53:5d:25:cd,ff:ff:ff:ff:ff:ff,58410,51007,UDP,186,2026-03-05 17:32:49,Equipo-76.180,Puerto 51007,Red-Local,Estudiantes
172.16.81.185,224.0.0.251,c0:4a:00:22:1d:18,01:00:5e:00:00:fb,5353,5353,UDP,82,2026-03-05 17:32:49,DESKTOP-A4RFFQO,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.78.30,224.0.0.251,dc:21:5c:99:f7:78,01:00:5e:00:00:fb,5353,5353,UDP,88,2026-03-05 17:32:49,Equipo-78.30,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50990,80,TCP,54,2026-03-05 17:32:49,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,1019,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,85,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,60,2026-03-05 17:32:49,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.76.17,224.0.0.251,ea:72:e3:fc:2a:88,01:00:5e:00:00:fb,5353,5353,UDP,107,2026-03-05 17:32:49,Android_F4HUOP44,mdns.mcast.net,mdns.mcast.net,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,124,2026-03-05 17:32:49,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
104.18.19.125,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,64561,TCP,136,2026-03-05 17:32:49,Equipo-76.180,Puerto 64561,Red-Local,Estudiantes
172.16.76.180,104.18.19.125,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,64561,443,TCP,54,2026-03-05 17:32:49,Equipo-76.180,api3.cursor.sh,N/A,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,66,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,66,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,66,2026-03-05 17:32:49,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,54,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,571,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,66,2026-03-05 17:32:49,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,54,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,571,2026-03-05 17:32:49,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:49,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:49,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
172.16.76.17,224.0.0.251,ea:72:e3:fc:2a:88,01:00:5e:00:00:fb,5353,5353,UDP,486,2026-03-05 17:32:49,Android_F4HUOP44,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.75.81,224.0.0.251,56:c8:31:10:42:83,01:00:5e:00:00:fb,5353,5353,UDP,107,2026-03-05 17:32:50,Android_LKV5EKFF,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.69.58,224.0.0.251,52:90:69:6e:21:e3,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:50,Equipo-69.58,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.114,224.0.0.251,12:74:e4:80:b1:f9,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:32:50,Android_ZDIDP2UQ,mdns.mcast.net,mdns.mcast.net,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,279,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,279,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,1635,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,1635,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,112,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,233,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,233,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,810,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,78,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50993,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50993,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50993,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,1502,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,1502,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,1514,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,319,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,78,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50992,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50992,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50992,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,66,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,66,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,571,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50982,80,TCP,54,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,279,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,1626,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50995,80,TCP,66,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
187.244.38.17,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,50995,TCP,66,2026-03-05 17:32:50,Equipo-76.180,Puerto 50995,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50995,80,TCP,54,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,58773,80,TCP,54,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
10.128.128.128,172.16.76.180,e0:55:3d:f3:02:b5,d4:d8:53:5d:25:cd,58773,80,TCP,82,2026-03-05 17:32:50,Equipo-128.128,HTTP,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,233,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,449,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,78,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,78,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50994,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50994,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50994,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50995,80,TCP,279,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
187.244.38.17,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,80,50995,TCP,536,2026-03-05 17:32:50,Equipo-76.180,Puerto 50995,Red-Local,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50995,80,TCP,54,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50996,443,TCP,66,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,66,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50996,443,TCP,54,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50996,443,TCP,571,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
172.16.74.225,224.0.0.251,ee:2e:6d:00:70:ce,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:50,Equipo-74.225,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.76.180,187.244.38.17,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50995,80,TCP,54,2026-03-05 17:32:50,Equipo-76.180,test.steampowered.com,N/A,Estudiantes
172.16.76.9,224.0.0.251,a2:69:41:3f:ef:5b,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:50,Android_8b5c6c3b39b544359eb24aea31faec4d,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.75.243,224.0.0.251,42:46:2d:e5:c4:b9,01:00:5e:00:00:fb,5353,5353,UDP,103,2026-03-05 17:32:50,Equipo-75.243,mdns.mcast.net,mdns.mcast.net,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,279,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
172.16.76.180,54.84.29.215,d4:d8:53:5d:25:cd,88:15:44:a7:ba:6c,50996,443,TCP,1626,2026-03-05 17:32:50,Equipo-76.180,api2.cursor.sh,ec2-54-84-29-215.compute-1.amazonaws.com,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,233,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
172.16.67.11,224.0.0.251,6e:e9:ce:11:32:3b,01:00:5e:00:00:fb,5353,5353,UDP,87,2026-03-05 17:32:50,Equipo-67.11,mdns.mcast.net,mdns.mcast.net,Estudiantes
172.16.69.58,224.0.0.251,52:90:69:6e:21:e3,01:00:5e:00:00:fb,5353,5353,UDP,119,2026-03-05 17:32:50,Equipo-69.58,mdns.mcast.net,mdns.mcast.net,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,449,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,78,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
54.84.29.215,172.16.76.180,88:15:44:a7:ba:6c,d4:d8:53:5d:25:cd,443,50996,TCP,60,2026-03-05 17:32:50,Equipo-76.180,Puerto 50996,Red-Local,Estudiantes
