IP Origen,IP Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Equipo Local,SSID
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:02,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,93,21:31:02,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:02,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,93,21:31:02,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:02,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:03,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:03,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,643,21:31:03,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:03,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:03,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:03,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:04,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:04,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:04,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,778,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,93,21:31:05,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:05,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:05,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:05,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,53025,TCP,93,21:31:05,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,54,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,54,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:05,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:05,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,93,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,514,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:06,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
13.248.241.7,10.20.53.78,443,52619,TCP,93,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,93,21:31:06,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:06,DESKTOP-G6APLIR,N/A
75.2.76.8,10.20.53.78,443,61922,TCP,93,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,54,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:06,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:06,DESKTOP-G6APLIR,N/A
10.20.53.78,142.251.116.84,52604,443,TCP,55,21:31:07,DESKTOP-G6APLIR,N/A
142.251.116.84,10.20.53.78,443,52604,TCP,66,21:31:07,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:07,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:07,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,93,21:31:08,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,93,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,707,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.33,224.0.0.251,5353,5353,UDP,119,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:08,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:08,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:08,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:08,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:08,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:09,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,606,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:09,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:09,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:09,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,93,21:31:09,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,1070,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:10,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,93,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,93,21:31:10,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:10,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:10,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:10,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,93,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:10,DESKTOP-G6APLIR,N/A
10.20.53.78,142.250.115.95,62426,443,UDP,71,21:31:11,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:11,DESKTOP-G6APLIR,N/A
142.250.115.95,10.20.53.78,443,62426,UDP,66,21:31:11,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:11,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,749,21:31:11,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:11,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,780,21:31:11,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:11,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:11,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:11,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:11,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,66,21:31:11,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,66,21:31:12,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,93,21:31:12,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:12,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,93,21:31:12,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,54,21:31:12,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:12,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:12,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:12,DESKTOP-G6APLIR,N/A
10.20.53.78,34.193.105.36,61917,443,TCP,55,21:31:13,DESKTOP-G6APLIR,N/A
34.193.105.36,10.20.53.78,443,61917,TCP,66,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:13,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,689,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:13,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,81,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,54,21:31:13,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:13,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:13,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:13,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:13,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:14,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:14,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:14,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:14,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,780,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,23.63.231.143,52640,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
23.63.231.143,10.20.53.78,443,52640,TCP,78,21:31:15,DESKTOP-G6APLIR,N/A
23.63.231.143,10.20.53.78,443,52640,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,23.63.231.143,52640,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,23.63.231.143,52640,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,93,21:31:15,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,53025,TCP,93,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:15,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:15,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:15,DESKTOP-G6APLIR,N/A
142.250.115.95,10.20.53.78,443,62426,UDP,200,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,142.250.115.95,62426,443,UDP,74,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.33,64586,53,UDP,88,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.5.244.97,52984,443,TCP,55,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.33,10.20.53.78,53,64586,UDP,438,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,66,21:31:16,DESKTOP-G6APLIR,N/A
52.5.244.97,10.20.53.78,443,52984,TCP,66,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,66,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,628,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,509,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,93,21:31:16,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:16,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
13.248.241.7,10.20.53.78,443,52619,TCP,93,21:31:16,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,346,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,1454,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,1454,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,1454,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,285,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,134,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,656,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,93,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,157,21:31:16,DESKTOP-G6APLIR,N/A
75.2.76.8,10.20.53.78,443,61922,TCP,93,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,436,21:31:16,DESKTOP-G6APLIR,N/A
52.188.247.147,10.20.53.78,443,52735,TCP,81,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,52.188.247.147,52735,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,54,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:16,DESKTOP-G6APLIR,N/A
10.20.53.33,10.20.53.255,57621,57621,UDP,82,21:31:17,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:17,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,85,21:31:17,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:17,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,85,21:31:17,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,54,21:31:17,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,66,21:31:17,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:18,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:18,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,93,21:31:18,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,93,21:31:18,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:18,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,644,21:31:18,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:18,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:18,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:18,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:19,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:19,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:19,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,497,21:31:19,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:19,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:19,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:19,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:19,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,965,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,93,21:31:20,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:20,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,93,21:31:20,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,93,21:31:20,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,93,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:20,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:20,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,751,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,104.208.16.92,53034,443,TCP,54,21:31:21,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:21,DESKTOP-G6APLIR,N/A
104.208.16.92,10.20.53.78,443,53034,TCP,54,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,104.208.16.92,53034,443,TCP,54,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:21,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:21,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.33,64586,53,UDP,94,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.33,10.20.53.78,53,64586,UDP,126,21:31:21,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,93,21:31:22,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,93,21:31:22,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:22,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:22,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:22,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,644,21:31:23,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:23,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:23,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:23,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:23,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:31:23,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:23,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:24,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:24,DESKTOP-G6APLIR,N/A
10.20.53.78,142.250.114.188,49352,5228,TCP,55,21:31:24,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:24,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,842,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:25,DESKTOP-G6APLIR,N/A
142.250.114.188,10.20.53.78,5228,49352,TCP,66,21:31:25,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:25,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:25,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,93,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:31:25,DESKTOP-G6APLIR,N/A
104.18.19.125,10.20.53.78,443,53025,TCP,93,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.19.125,53025,443,TCP,54,21:31:25,DESKTOP-G6APLIR,N/A
98.95.185.24,10.20.53.78,443,57223,TCP,54,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,98.95.185.24,57223,443,TCP,54,21:31:25,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,622,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:31:26,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,93,21:31:26,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
13.248.241.7,10.20.53.78,443,52619,TCP,93,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,93,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,13.248.241.7,52619,443,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
75.2.76.8,10.20.53.78,443,61922,TCP,93,21:31:26,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,75.2.76.8,61922,443,TCP,54,21:31:26,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52746,443,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52744,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52744,443,TCP,571,21:31:27,DESKTOP-G6APLIR,N/A
98.85.3.34,10.20.53.78,443,52745,TCP,66,21:31:27,DESKTOP-G6APLIR,N/A
10.20.53.78,98.85.3.34,52745,443,TCP,54,21:31:27,DESKTOP-G6APLIR,N/A
