IP Origen,IP Destino,Puerto Ori,Puerto Des,Protocolo,Longitud,Hora Captura,Equipo Local,SSID
34.229.67.192,10.20.53.78,443,56919,TCP,54,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:32:28,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,54,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51962,443,TCP,78,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51964,443,TCP,78,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.33,224.0.0.251,5353,5353,UDP,119,21:32:28,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,644,21:32:28,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:32:28,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:32:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,497,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,93,21:32:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:32:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,10.20.53.255,53544,51007,UDP,186,21:32:29,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,56919,TCP,93,21:32:29,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,112,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,56919,443,TCP,54,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51962,443,TCP,78,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:32:29,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51964,443,TCP,78,21:32:30,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:32:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,966,21:32:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:32:30,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:32:30,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,89,21:32:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:30,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:32:30,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:30,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51962,443,TCP,78,21:32:31,DESKTOP-G6APLIR,N/A
3.227.113.226,10.20.53.78,443,61930,TCP,66,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,98.91.12.244,51964,443,TCP,78,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,93,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,93,21:32:31,DESKTOP-G6APLIR,N/A
100.30.82.226,10.20.53.78,443,56733,TCP,93,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,100.30.82.226,56733,443,TCP,54,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,739,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,85,21:32:31,DESKTOP-G6APLIR,N/A
34.229.67.192,10.20.53.78,443,53023,TCP,93,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,34.229.67.192,53023,443,TCP,54,21:32:31,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,54,21:32:31,DESKTOP-G6APLIR,N/A
104.18.18.125,10.20.53.78,443,60022,TCP,135,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,104.18.18.125,60022,443,TCP,54,21:32:31,DESKTOP-G6APLIR,N/A
172.215.132.18,10.20.53.78,443,63306,TCP,81,21:32:31,DESKTOP-G6APLIR,N/A
10.20.53.78,172.215.132.18,63306,443,TCP,54,21:32:32,DESKTOP-G6APLIR,N/A
10.20.53.78,3.227.113.226,61930,443,TCP,55,21:32:32,DESKTOP-G6APLIR,N/A
